ID,x,y,z,q
./data/2406.jpg,0,5,4,4
./data/2407.jpg,3,6,9,9
./data/2408.jpg,0,1,0,9
./data/2409.jpg,8,2,2,8
./data/2410.jpg,3,9,6,5
./data/2411.jpg,3,5,3,6
./data/2412.jpg,4,8,6,5
./data/2413.jpg,7,0,0,2
./data/2414.jpg,5,4,4,9
./data/2415.jpg,6,9,1,8
./data/2416.jpg,7,3,7,1
./data/2417.jpg,8,0,7,1
./data/2418.jpg,9,3,5,2
./data/2419.jpg,0,7,7,6
./data/2420.jpg,1,7,3,6
./data/2421.jpg,4,4,9,8
./data/2422.jpg,0,3,8,4
./data/2423.jpg,4,9,2,2
./data/2424.jpg,7,9,7,4
./data/2425.jpg,7,9,5,9
./data/2426.jpg,8,0,6,3
./data/2427.jpg,8,9,6,2
./data/2428.jpg,0,2,6,5
./data/2429.jpg,2,3,8,5
./data/2430.jpg,6,1,0,3
./data/2431.jpg,7,9,1,5
./data/2432.jpg,5,9,2,6
./data/2433.jpg,8,3,2,8
./data/2434.jpg,9,0,9,3
./data/2435.jpg,5,1,6,4
./data/2436.jpg,7,7,0,3
./data/2437.jpg,8,0,4,0
./data/2438.jpg,0,1,6,7
./data/2439.jpg,8,0,8,4
./data/2440.jpg,8,8,7,0
./data/2441.jpg,4,8,1,6
./data/2442.jpg,4,6,7,3
./data/2443.jpg,8,3,2,1
./data/2444.jpg,2,6,6,5
./data/2445.jpg,7,6,7,4
./data/2446.jpg,9,1,4,1
./data/2447.jpg,1,7,7,3
./data/2448.jpg,8,0,3,0
./data/2449.jpg,7,3,2,4
./data/2450.jpg,5,5,8,8
./data/2451.jpg,4,7,7,5
./data/2452.jpg,9,1,6,7
./data/2453.jpg,2,2,2,1
./data/2454.jpg,9,7,5,3
./data/2455.jpg,3,5,7,5
./data/2456.jpg,5,9,2,5
./data/2457.jpg,2,6,4,4
./data/2458.jpg,7,8,0,3
./data/2459.jpg,4,3,3,4
./data/2460.jpg,1,4,5,7
./data/2461.jpg,7,6,9,0
./data/2462.jpg,6,1,4,8
./data/2463.jpg,0,0,5,3
./data/2464.jpg,6,5,3,3
./data/2465.jpg,8,5,4,5
./data/2466.jpg,4,2,2,7
./data/2467.jpg,8,2,9,7
./data/2468.jpg,2,0,1,3
./data/2469.jpg,6,1,6,0
./data/2470.jpg,4,9,8,5
./data/2471.jpg,1,4,4,3
./data/2472.jpg,7,3,3,5
./data/2473.jpg,0,3,2,5
./data/2474.jpg,1,5,6,5
./data/2475.jpg,4,5,3,1
./data/2476.jpg,6,0,0,2
./data/2477.jpg,7,2,4,2
./data/2478.jpg,6,3,4,4
./data/2479.jpg,1,3,6,1
./data/2480.jpg,5,3,4,5
./data/2481.jpg,6,5,9,9
./data/2482.jpg,8,4,4,8
./data/2483.jpg,9,0,5,7
./data/2484.jpg,7,4,7,1
./data/2485.jpg,3,9,6,9
./data/2486.jpg,9,4,7,2
./data/2487.jpg,7,8,2,7
./data/2488.jpg,0,7,6,2
./data/2489.jpg,2,9,5,4
./data/2490.jpg,2,3,7,3
./data/2491.jpg,0,7,8,4
./data/2492.jpg,4,8,4,8
./data/2493.jpg,8,5,5,0
./data/2494.jpg,2,0,0,9
./data/2495.jpg,3,9,2,2
./data/2496.jpg,9,2,8,5
./data/2497.jpg,6,1,0,0
./data/2498.jpg,3,9,7,1
./data/2499.jpg,1,9,1,6
./data/2500.jpg,1,3,3,1
./data/2501.jpg,4,5,8,4
./data/2502.jpg,8,4,9,4
./data/2503.jpg,7,6,4,1
./data/2504.jpg,7,8,8,1
./data/2505.jpg,5,0,3,5
./data/2506.jpg,6,9,6,2
./data/2507.jpg,4,2,3,8
./data/2508.jpg,8,5,8,4
./data/2509.jpg,9,4,8,4
./data/2510.jpg,3,2,5,5
./data/2511.jpg,4,4,4,2
./data/2512.jpg,4,8,0,4
./data/2513.jpg,5,2,0,9
./data/2514.jpg,0,1,7,9
./data/2515.jpg,6,2,9,0
./data/2516.jpg,1,0,0,7
./data/2517.jpg,8,2,1,3
./data/2518.jpg,3,1,7,7
./data/2519.jpg,1,9,7,0
./data/2520.jpg,3,9,3,9
./data/2521.jpg,0,1,0,8
./data/2522.jpg,7,9,9,1
./data/2523.jpg,4,8,1,6
./data/2524.jpg,0,7,4,3
./data/2525.jpg,7,1,6,5
./data/2526.jpg,7,4,5,3
./data/2527.jpg,1,2,9,4
./data/2528.jpg,5,6,0,7
./data/2529.jpg,4,7,1,8
./data/2530.jpg,1,5,7,6
./data/2531.jpg,0,7,5,8
./data/2532.jpg,1,6,3,0
./data/2533.jpg,5,1,7,9
./data/2534.jpg,0,0,9,3
./data/2535.jpg,6,4,8,6
./data/2536.jpg,7,1,4,9
./data/2537.jpg,3,5,7,9
./data/2538.jpg,0,7,9,1
./data/2539.jpg,3,1,3,3
./data/2540.jpg,4,3,1,0
./data/2541.jpg,9,7,9,6
./data/2542.jpg,1,0,1,2
./data/2543.jpg,8,3,9,8
./data/2544.jpg,4,7,6,9
./data/2545.jpg,5,6,2,4
./data/2546.jpg,8,9,1,3
./data/2547.jpg,9,1,4,5
./data/2548.jpg,9,9,5,1
./data/2549.jpg,4,1,6,5
./data/2550.jpg,1,3,1,6
./data/2551.jpg,4,0,5,3
./data/2552.jpg,8,9,7,4
./data/2553.jpg,8,6,4,4
./data/2554.jpg,9,7,3,3
./data/2555.jpg,1,9,2,5
./data/2556.jpg,3,0,8,3
./data/2557.jpg,6,5,1,3
./data/2558.jpg,7,0,0,6
./data/2559.jpg,9,2,5,7
./data/2560.jpg,2,6,2,4
./data/2561.jpg,8,6,5,2
./data/2562.jpg,3,6,4,5
./data/2563.jpg,4,5,8,5
./data/2564.jpg,0,2,7,7
./data/2565.jpg,1,3,8,7
./data/2566.jpg,2,2,5,7
./data/2567.jpg,8,8,3,9
./data/2568.jpg,0,8,1,1
./data/2569.jpg,0,6,4,1
./data/2570.jpg,9,0,3,8
./data/2571.jpg,5,7,0,7
./data/2572.jpg,0,5,3,8
./data/2573.jpg,7,0,1,2
./data/2574.jpg,7,1,9,1
./data/2575.jpg,9,9,4,8
./data/2576.jpg,4,1,7,2
./data/2577.jpg,4,7,7,6
./data/2578.jpg,3,1,0,4
./data/2579.jpg,9,8,3,3
./data/2580.jpg,9,0,4,8
./data/2581.jpg,1,8,1,4
./data/2582.jpg,2,0,4,4
./data/2583.jpg,1,4,1,8
./data/2584.jpg,1,5,3,6
./data/2585.jpg,8,9,5,9
./data/2586.jpg,3,5,0,5
./data/2587.jpg,8,0,7,0
./data/2588.jpg,3,6,9,9
./data/2589.jpg,9,5,8,0
./data/2590.jpg,0,6,9,7
./data/2591.jpg,5,9,1,9
./data/2592.jpg,5,8,2,5
./data/2593.jpg,0,6,1,1
./data/2594.jpg,7,6,2,3
./data/2595.jpg,2,3,5,4
./data/2596.jpg,5,9,0,6
./data/2597.jpg,2,8,7,2
./data/2598.jpg,0,2,0,2
./data/2599.jpg,5,1,7,1
./data/2600.jpg,7,6,4,7
./data/2601.jpg,9,7,6,0
./data/2602.jpg,9,0,9,0
./data/2603.jpg,4,7,2,2
./data/2604.jpg,8,5,7,5
./data/2605.jpg,5,1,1,9
./data/2606.jpg,1,2,5,6
./data/2607.jpg,9,3,3,4
./data/2608.jpg,7,3,8,5
./data/2609.jpg,8,1,5,6
./data/2610.jpg,1,0,0,3
./data/2611.jpg,8,1,5,3
./data/2612.jpg,3,0,5,0
./data/2613.jpg,3,4,0,0
./data/2614.jpg,3,0,6,2
./data/2615.jpg,7,9,7,3
./data/2616.jpg,8,3,6,8
./data/2617.jpg,6,8,9,8
./data/2618.jpg,2,9,1,9
./data/2619.jpg,0,4,0,7
./data/2620.jpg,0,1,2,6
./data/2621.jpg,5,6,6,7
./data/2622.jpg,4,3,5,2
./data/2623.jpg,2,1,1,6
./data/2624.jpg,6,8,5,6
./data/2625.jpg,7,0,8,6
./data/2626.jpg,1,6,7,0
./data/2627.jpg,1,8,7,5
./data/2628.jpg,8,1,2,5
./data/2629.jpg,4,7,0,9
./data/2630.jpg,6,3,9,1
./data/2631.jpg,4,4,3,7
./data/2632.jpg,9,5,1,6
./data/2633.jpg,8,9,4,3
./data/2634.jpg,4,0,9,6
./data/2635.jpg,1,9,9,3
./data/2636.jpg,8,2,0,9
./data/2637.jpg,0,1,7,2
./data/2638.jpg,5,1,7,7
./data/2639.jpg,4,4,4,2
./data/2640.jpg,6,7,2,6
./data/2641.jpg,2,2,4,0
./data/2642.jpg,6,1,5,4
./data/2643.jpg,7,3,9,6
./data/2644.jpg,7,4,8,2
./data/2645.jpg,2,5,8,8
./data/2646.jpg,2,4,3,2
./data/2647.jpg,8,5,6,6
./data/2648.jpg,4,0,6,1
./data/2649.jpg,6,2,6,7
./data/2650.jpg,5,1,9,2
./data/2651.jpg,0,0,2,6
./data/2652.jpg,5,2,3,7
./data/2653.jpg,7,5,2,9
./data/2654.jpg,5,3,6,1
./data/2655.jpg,2,8,4,0
./data/2656.jpg,4,2,2,4
./data/2657.jpg,4,7,6,9
./data/2658.jpg,7,0,5,1
./data/2659.jpg,1,0,4,8
./data/2660.jpg,7,1,4,1
./data/2661.jpg,1,3,3,0
./data/2662.jpg,3,4,9,4
./data/2663.jpg,9,6,5,8
./data/2664.jpg,9,4,8,6
./data/2665.jpg,1,0,4,5
./data/2666.jpg,9,9,3,4
./data/2667.jpg,0,1,8,6
./data/2668.jpg,4,5,1,4
./data/2669.jpg,0,4,7,1
./data/2670.jpg,6,2,2,0
./data/2671.jpg,0,2,3,8
./data/2672.jpg,8,8,5,7
./data/2673.jpg,2,8,1,7
./data/2674.jpg,9,3,2,2
./data/2675.jpg,9,8,9,3
./data/2676.jpg,1,7,1,1
./data/2677.jpg,8,8,1,2
./data/2678.jpg,4,8,4,5
./data/2679.jpg,2,8,4,0
./data/2680.jpg,5,7,9,7
./data/2681.jpg,8,4,0,7
./data/2682.jpg,7,5,4,9
./data/2683.jpg,1,0,1,6
./data/2684.jpg,2,9,1,3
./data/2685.jpg,2,8,9,4
./data/2686.jpg,1,1,8,6
./data/2687.jpg,9,8,2,0
./data/2688.jpg,7,9,5,9
./data/2689.jpg,5,9,2,6
./data/2690.jpg,8,7,6,5
./data/2691.jpg,2,7,2,9
./data/2692.jpg,5,2,0,8
./data/2693.jpg,4,6,5,1
./data/2694.jpg,6,1,9,7
./data/2695.jpg,2,7,3,6
./data/2696.jpg,1,0,3,1
./data/2697.jpg,7,6,8,5
./data/2698.jpg,1,3,8,2
./data/2699.jpg,9,7,5,4
./data/2700.jpg,1,1,3,2
./data/2701.jpg,5,3,3,8
./data/2702.jpg,8,8,4,4
./data/2703.jpg,6,7,9,5
./data/2704.jpg,4,2,7,9
./data/2705.jpg,0,8,3,8
./data/2706.jpg,2,7,2,2
./data/2707.jpg,6,6,7,7
./data/2708.jpg,3,1,3,7
./data/2709.jpg,2,1,7,4
./data/2710.jpg,0,2,0,3
./data/2711.jpg,9,3,7,2
./data/2712.jpg,6,0,4,4
./data/2713.jpg,8,7,4,3
./data/2714.jpg,2,4,2,0
./data/2715.jpg,7,7,2,2
./data/2716.jpg,4,4,9,6
./data/2717.jpg,3,1,9,8
./data/2718.jpg,1,7,8,7
./data/2719.jpg,0,4,9,5
./data/2720.jpg,1,4,2,8
./data/2721.jpg,6,7,2,2
./data/2722.jpg,0,1,1,6
./data/2723.jpg,5,8,7,1
./data/2724.jpg,2,2,1,8
./data/2725.jpg,4,8,9,8
./data/2726.jpg,0,9,8,5
./data/2727.jpg,9,3,8,2
./data/2728.jpg,3,6,7,3
./data/2729.jpg,1,0,0,0
./data/2730.jpg,7,1,9,3
./data/2731.jpg,4,1,4,5
./data/2732.jpg,3,5,2,4
./data/2733.jpg,7,7,4,1
./data/2734.jpg,8,6,5,0
./data/2735.jpg,4,7,8,0
./data/2736.jpg,7,7,6,0
./data/2737.jpg,8,9,0,0
./data/2738.jpg,1,8,2,9
./data/2739.jpg,7,0,3,3
./data/2740.jpg,6,3,0,6
./data/2741.jpg,7,4,2,8
./data/2742.jpg,0,3,5,0
./data/2743.jpg,5,1,1,0
./data/2744.jpg,7,8,6,8
./data/2745.jpg,3,7,9,2
./data/2746.jpg,7,1,2,9
./data/2747.jpg,9,5,0,4
./data/2748.jpg,6,7,6,3
./data/2749.jpg,5,2,2,1
./data/2750.jpg,7,9,2,1
./data/2751.jpg,1,0,8,1
./data/2752.jpg,2,9,9,5
./data/2753.jpg,0,6,1,2
./data/2754.jpg,7,6,9,4
./data/2755.jpg,5,7,9,7
./data/2756.jpg,6,4,6,6
./data/2757.jpg,7,8,5,5
./data/2758.jpg,1,8,4,8
./data/2759.jpg,9,8,7,6
./data/2760.jpg,8,0,9,0
./data/2761.jpg,0,9,7,5
./data/2762.jpg,4,5,7,1
./data/2763.jpg,5,8,4,3
./data/2764.jpg,6,5,0,8
./data/2765.jpg,2,7,6,0
./data/2766.jpg,3,0,5,8
./data/2767.jpg,4,1,4,8
./data/2768.jpg,0,3,2,6
./data/2769.jpg,9,2,9,2
./data/2770.jpg,8,0,8,6
./data/2771.jpg,6,4,5,3
./data/2772.jpg,8,5,9,6
./data/2773.jpg,8,2,1,8
./data/2774.jpg,0,7,3,0
./data/2775.jpg,8,0,2,5
./data/2776.jpg,7,6,5,3
./data/2777.jpg,7,0,0,1
./data/2778.jpg,6,4,0,3
./data/2779.jpg,4,2,7,3
./data/2780.jpg,2,0,2,4
./data/2781.jpg,4,9,2,2
./data/2782.jpg,1,6,9,6
./data/2783.jpg,7,4,3,0
./data/2784.jpg,9,4,4,0
./data/2785.jpg,6,0,9,4
./data/2786.jpg,9,1,0,5
./data/2787.jpg,0,5,1,6
./data/2788.jpg,3,1,7,2
./data/2789.jpg,0,2,4,9
./data/2790.jpg,7,3,4,8
./data/2791.jpg,8,0,6,0
./data/2792.jpg,9,8,4,4
./data/2793.jpg,4,7,3,9
./data/2794.jpg,0,5,6,4
./data/2795.jpg,7,1,0,1
./data/2796.jpg,0,6,2,6
./data/2797.jpg,4,8,7,8
./data/2798.jpg,9,7,7,5
./data/2799.jpg,0,2,1,7
./data/2800.jpg,8,6,8,8
./data/2801.jpg,8,4,4,5
./data/2802.jpg,3,3,3,6
./data/2803.jpg,0,6,0,8
./data/2804.jpg,8,5,2,3
./data/2805.jpg,9,3,6,2
./data/2806.jpg,4,9,7,1
./data/2807.jpg,5,0,0,6
./data/2808.jpg,2,6,2,7
./data/2809.jpg,1,8,3,4
./data/2810.jpg,9,4,9,7
./data/2811.jpg,7,2,8,0
./data/2812.jpg,8,6,5,8
./data/2813.jpg,6,2,7,4
./data/2814.jpg,5,6,6,0
./data/2815.jpg,8,6,0,9
./data/2816.jpg,1,5,5,5
./data/2817.jpg,1,8,4,5
./data/2818.jpg,3,7,8,1
./data/2819.jpg,9,6,7,4
./data/2820.jpg,0,8,2,9
./data/2821.jpg,0,9,9,0
./data/2822.jpg,4,0,4,7
./data/2823.jpg,0,4,5,9
./data/2824.jpg,0,5,7,7
./data/2825.jpg,7,0,3,0
./data/2826.jpg,1,2,3,4
./data/2827.jpg,8,2,5,4
./data/2828.jpg,0,8,6,4
./data/2829.jpg,8,4,2,0
./data/2830.jpg,9,8,1,9
./data/2831.jpg,3,0,0,8
./data/2832.jpg,6,7,9,9
./data/2833.jpg,3,2,5,3
./data/2834.jpg,6,9,4,0
./data/2835.jpg,8,8,0,7
./data/2836.jpg,9,4,4,5
./data/2837.jpg,7,5,2,2
./data/2838.jpg,4,7,8,6
./data/2839.jpg,9,7,7,0
./data/2840.jpg,3,6,7,3
./data/2841.jpg,7,4,4,8
./data/2842.jpg,4,8,6,1
./data/2843.jpg,8,8,2,6
./data/2844.jpg,3,0,6,7
./data/2845.jpg,8,7,1,0
./data/2846.jpg,8,7,6,9
./data/2847.jpg,8,1,7,0
./data/2848.jpg,7,6,3,1
./data/2849.jpg,5,9,4,2
./data/2850.jpg,6,7,8,6
./data/2851.jpg,9,3,9,4
./data/2852.jpg,9,6,0,1
./data/2853.jpg,2,9,3,3
./data/2854.jpg,4,6,1,6
./data/2855.jpg,1,1,0,9
./data/2856.jpg,4,5,8,3
./data/2857.jpg,9,1,1,5
./data/2858.jpg,1,5,2,9
./data/2859.jpg,9,6,8,3
./data/2860.jpg,3,9,4,3
./data/2861.jpg,0,7,6,3
./data/2862.jpg,5,6,5,7
./data/2863.jpg,3,2,7,4
./data/2864.jpg,2,9,1,5
./data/2865.jpg,5,6,4,7
./data/2866.jpg,3,2,4,8
./data/2867.jpg,7,7,7,3
./data/2868.jpg,8,0,1,9
./data/2869.jpg,3,4,9,3
./data/2870.jpg,3,5,0,4
./data/2871.jpg,3,5,1,1
./data/2872.jpg,1,6,7,1
./data/2873.jpg,5,2,8,4
./data/2874.jpg,6,1,5,1
./data/2875.jpg,6,5,6,7
./data/2876.jpg,6,4,3,8
./data/2877.jpg,3,1,5,4
./data/2878.jpg,2,5,9,3
./data/2879.jpg,2,2,9,7
./data/2880.jpg,7,7,5,2
./data/2881.jpg,1,0,9,3
./data/2882.jpg,7,0,0,8
./data/2883.jpg,1,0,6,3
./data/2884.jpg,0,8,3,6
./data/2885.jpg,1,9,2,4
./data/2886.jpg,0,4,0,9
./data/2887.jpg,2,3,4,9
./data/2888.jpg,8,5,0,6
./data/2889.jpg,8,7,9,0
./data/2890.jpg,8,4,1,3
./data/2891.jpg,1,3,8,4
./data/2892.jpg,7,1,4,3
./data/2893.jpg,9,2,1,0
./data/2894.jpg,6,0,1,9
./data/2895.jpg,6,5,8,1
./data/2896.jpg,4,6,5,3
./data/2897.jpg,0,1,2,5
./data/2898.jpg,2,4,1,1
./data/2899.jpg,6,4,4,4
./data/2900.jpg,6,6,2,8
./data/2901.jpg,8,2,3,6
./data/2902.jpg,2,5,5,0
./data/2903.jpg,2,1,7,6
./data/2904.jpg,5,6,6,4
./data/2905.jpg,8,4,3,9
./data/2906.jpg,7,7,0,9
./data/2907.jpg,2,5,7,9
./data/2908.jpg,1,2,5,5
./data/2909.jpg,4,5,2,0
./data/2910.jpg,6,5,8,8
./data/2911.jpg,8,5,3,1
./data/2912.jpg,2,8,5,4
./data/2913.jpg,5,6,2,0
./data/2914.jpg,7,4,5,4
./data/2915.jpg,9,2,9,4
./data/2916.jpg,1,3,2,9
./data/2917.jpg,8,8,3,1
./data/2918.jpg,7,3,0,2
./data/2919.jpg,7,6,3,5
./data/2920.jpg,6,1,9,0
./data/2921.jpg,7,6,5,4
./data/2922.jpg,2,1,8,2
./data/2923.jpg,3,7,6,5
./data/2924.jpg,8,3,0,7
./data/2925.jpg,0,8,3,1
./data/2926.jpg,3,6,8,6
./data/2927.jpg,8,6,4,7
./data/2928.jpg,1,2,7,6
./data/2929.jpg,5,9,8,1
./data/2930.jpg,8,8,7,4
./data/2931.jpg,3,5,2,8
./data/2932.jpg,3,3,7,4
./data/2933.jpg,1,2,2,9
./data/2934.jpg,5,5,4,6
./data/2935.jpg,7,5,6,0
./data/2936.jpg,8,6,1,0
./data/2937.jpg,6,4,6,5
./data/2938.jpg,3,3,7,1
./data/2939.jpg,2,5,3,1
./data/2940.jpg,1,7,1,0
./data/2941.jpg,7,5,6,7
./data/2942.jpg,1,9,6,9
./data/2943.jpg,7,8,5,2
./data/2944.jpg,7,3,9,1
./data/2945.jpg,9,5,8,5
./data/2946.jpg,2,5,2,2
./data/2947.jpg,1,7,3,4
./data/2948.jpg,4,5,5,2
./data/2949.jpg,2,2,7,7
./data/2950.jpg,0,6,0,9
./data/2951.jpg,3,2,5,2
./data/2952.jpg,7,3,0,2
./data/2953.jpg,6,7,0,8
./data/2954.jpg,1,1,0,1
./data/2955.jpg,7,3,6,7
./data/2956.jpg,4,8,4,0
./data/2957.jpg,6,7,2,7
./data/2958.jpg,9,7,8,0
./data/2959.jpg,3,4,6,3
./data/2960.jpg,2,1,3,5
./data/2961.jpg,4,3,5,1
./data/2962.jpg,2,3,5,7
./data/2963.jpg,0,2,7,2
./data/2964.jpg,5,4,5,4
./data/2965.jpg,7,5,1,1
./data/2966.jpg,8,7,7,2
./data/2967.jpg,9,3,7,4
./data/2968.jpg,7,7,8,0
./data/2969.jpg,0,9,9,0
./data/2970.jpg,0,3,8,4
./data/2971.jpg,9,9,9,8
./data/2972.jpg,8,0,5,0
./data/2973.jpg,2,5,8,6
./data/2974.jpg,7,8,3,7
./data/2975.jpg,8,3,4,6
./data/2976.jpg,6,6,2,1
./data/2977.jpg,3,5,9,0
./data/2978.jpg,8,7,8,2
./data/2979.jpg,1,4,2,6
./data/2980.jpg,0,8,2,6
./data/2981.jpg,8,1,7,1
./data/2982.jpg,6,7,7,3
./data/2983.jpg,9,3,6,1
./data/2984.jpg,0,2,3,4
./data/2985.jpg,8,8,7,5
./data/2986.jpg,7,8,5,0
./data/2987.jpg,9,5,7,2
./data/2988.jpg,2,6,7,1
./data/2989.jpg,8,7,9,5
./data/2990.jpg,3,0,5,6
./data/2991.jpg,6,0,1,6
./data/2992.jpg,6,0,6,6
./data/2993.jpg,6,4,4,9
./data/2994.jpg,9,6,9,0
./data/2995.jpg,9,8,4,8
./data/2996.jpg,3,1,7,1
./data/2997.jpg,3,3,9,3
./data/2998.jpg,5,3,3,6
./data/2999.jpg,8,5,7,8
./data/3000.jpg,0,7,7,4
./data/3001.jpg,7,7,7,2
./data/3002.jpg,4,4,3,3
./data/3003.jpg,2,8,7,0
./data/3004.jpg,9,0,1,1
./data/3005.jpg,6,7,2,5
./data/3006.jpg,2,5,5,5
./data/3007.jpg,5,8,5,9
./data/3008.jpg,6,0,5,9
./data/3009.jpg,6,6,6,5
./data/3010.jpg,5,6,1,7
./data/3011.jpg,0,8,9,3
./data/3012.jpg,2,9,7,1
./data/3013.jpg,0,4,8,0
./data/3014.jpg,3,0,3,7
./data/3015.jpg,7,8,6,4
./data/3016.jpg,8,2,1,8
./data/3017.jpg,6,0,8,3
./data/3018.jpg,4,5,7,8
./data/3019.jpg,6,3,4,7
./data/3020.jpg,7,8,9,3
./data/3021.jpg,2,3,8,3
./data/3022.jpg,7,6,2,3
./data/3023.jpg,8,5,5,0
./data/3024.jpg,3,9,8,4
./data/3025.jpg,7,2,0,3
./data/3026.jpg,6,0,9,2
./data/3027.jpg,1,0,8,9
./data/3028.jpg,9,5,8,1
./data/3029.jpg,2,8,1,6
./data/3030.jpg,3,4,2,0
./data/3031.jpg,4,8,9,6
./data/3032.jpg,5,9,4,4
./data/3033.jpg,7,9,0,8
./data/3034.jpg,7,7,9,9
./data/3035.jpg,4,0,9,3
./data/3036.jpg,8,9,0,1
./data/3037.jpg,4,6,5,4
./data/3038.jpg,2,0,4,2
./data/3039.jpg,3,7,4,3
./data/3040.jpg,2,1,8,9
./data/3041.jpg,9,6,2,4
./data/3042.jpg,3,7,5,4
./data/3043.jpg,1,4,5,9
./data/3044.jpg,5,3,0,2
./data/3045.jpg,9,1,0,1
./data/3046.jpg,8,6,1,3
./data/3047.jpg,3,1,6,0
./data/3048.jpg,4,7,1,4
./data/3049.jpg,4,3,7,1
./data/3050.jpg,8,0,9,5
./data/3051.jpg,9,2,7,9
./data/3052.jpg,5,1,2,9
./data/3053.jpg,1,1,1,9
./data/3054.jpg,4,1,9,7
./data/3055.jpg,9,3,2,8
./data/3056.jpg,2,3,0,6
./data/3057.jpg,3,6,0,9
./data/3058.jpg,3,9,6,2
./data/3059.jpg,6,5,4,7
./data/3060.jpg,0,3,4,4
./data/3061.jpg,0,9,7,7
./data/3062.jpg,5,2,9,8
./data/3063.jpg,8,6,2,7
./data/3064.jpg,3,9,4,3
./data/3065.jpg,3,6,8,1
./data/3066.jpg,1,2,7,1
./data/3067.jpg,3,2,1,8
./data/3068.jpg,3,3,0,9
./data/3069.jpg,4,3,1,6
./data/3070.jpg,0,8,3,6
./data/3071.jpg,2,1,1,2
./data/3072.jpg,1,2,4,2
./data/3073.jpg,0,7,3,4
./data/3074.jpg,5,9,0,9
./data/3075.jpg,4,7,1,5
./data/3076.jpg,6,9,6,5
./data/3077.jpg,2,3,1,7
./data/3078.jpg,5,4,3,7
./data/3079.jpg,7,8,2,0
./data/3080.jpg,2,8,7,7
./data/3081.jpg,0,2,9,1
./data/3082.jpg,2,5,6,8
./data/3083.jpg,5,6,0,1
./data/3084.jpg,0,8,2,5
./data/3085.jpg,9,4,1,2
./data/3086.jpg,9,8,4,9
./data/3087.jpg,8,2,1,5
./data/3088.jpg,7,2,3,8
./data/3089.jpg,4,9,7,3
./data/3090.jpg,0,8,5,5
./data/3091.jpg,9,3,3,0
./data/3092.jpg,1,1,1,2
./data/3093.jpg,1,7,8,3
./data/3094.jpg,6,3,9,9
./data/3095.jpg,7,9,0,0
./data/3096.jpg,6,5,1,2
./data/3097.jpg,9,3,7,9
./data/3098.jpg,1,6,3,9
./data/3099.jpg,0,3,3,8
./data/3100.jpg,5,1,3,9
./data/3101.jpg,3,7,6,2
./data/3102.jpg,1,2,7,4
./data/3103.jpg,7,9,9,2
./data/3104.jpg,3,3,3,0
./data/3105.jpg,0,8,6,3
./data/3106.jpg,9,9,4,1
./data/3107.jpg,4,2,5,8
./data/3108.jpg,9,5,4,9
./data/3109.jpg,9,7,5,0
./data/3110.jpg,5,1,5,4
./data/3111.jpg,6,6,3,0
./data/3112.jpg,7,2,1,9
./data/3113.jpg,0,5,5,2
./data/3114.jpg,4,8,8,5
./data/3115.jpg,2,3,8,6
./data/3116.jpg,7,9,3,4
./data/3117.jpg,0,3,1,1
./data/3118.jpg,3,1,5,4
./data/3119.jpg,4,4,0,0
./data/3120.jpg,0,2,7,2
./data/3121.jpg,0,0,4,2
./data/3122.jpg,0,5,9,0
./data/3123.jpg,4,4,9,1
./data/3124.jpg,4,5,1,8
./data/3125.jpg,7,3,2,3
./data/3126.jpg,4,0,7,6
./data/3127.jpg,5,7,3,0
./data/3128.jpg,4,7,5,1
./data/3129.jpg,2,7,1,4
./data/3130.jpg,4,8,2,5
./data/3131.jpg,5,0,0,4
./data/3132.jpg,8,6,1,5
./data/3133.jpg,2,5,9,0
./data/3134.jpg,4,6,2,0
./data/3135.jpg,8,4,4,8
./data/3136.jpg,8,7,1,9
./data/3137.jpg,7,8,6,2
./data/3138.jpg,0,2,7,8
./data/3139.jpg,5,8,8,6
./data/3140.jpg,6,3,6,5
./data/3141.jpg,7,7,1,2
./data/3142.jpg,8,6,1,0
./data/3143.jpg,6,3,7,2
./data/3144.jpg,9,2,7,4
./data/3145.jpg,7,6,9,8
./data/3146.jpg,5,1,2,1
./data/3147.jpg,0,9,5,7
./data/3148.jpg,9,2,4,5
./data/3149.jpg,6,3,3,7
./data/3150.jpg,9,1,3,1
./data/3151.jpg,9,5,6,0
./data/3152.jpg,5,5,5,2
./data/3153.jpg,6,1,8,0
./data/3154.jpg,9,5,8,9
./data/3155.jpg,4,6,7,5
./data/3156.jpg,9,9,7,1
./data/3157.jpg,8,4,3,8
./data/3158.jpg,2,8,8,2
./data/3159.jpg,5,7,6,8
./data/3160.jpg,1,3,8,5
./data/3161.jpg,5,9,9,8
./data/3162.jpg,7,0,2,4
./data/3163.jpg,9,2,0,2
./data/3164.jpg,4,5,6,3
./data/3165.jpg,4,1,7,3
./data/3166.jpg,1,8,0,8
./data/3167.jpg,3,7,2,1
./data/3168.jpg,6,0,6,8
./data/3169.jpg,4,8,8,8
./data/3170.jpg,0,1,8,4
./data/3171.jpg,5,6,8,8
./data/3172.jpg,8,9,8,5
./data/3173.jpg,9,2,0,3
./data/3174.jpg,5,6,1,0
./data/3175.jpg,1,1,7,0
./data/3176.jpg,0,4,9,6
./data/3177.jpg,1,9,4,5
./data/3178.jpg,3,2,2,6
./data/3179.jpg,0,6,2,6
./data/3180.jpg,9,9,3,2
./data/3181.jpg,7,6,0,8
./data/3182.jpg,8,0,5,2
